x (µm),y (µm),"C(x,y) (wt%)"
-57.0,-38.0,1.3038843773663613
-56.0,-38.0,1.288317756227115
-55.0,-38.0,1.3207238517686282
-54.0,-38.0,1.3720756577739937
-53.0,-38.0,1.3853610552802096
-52.0,-38.0,1.3553486942718795
-51.0,-38.0,1.4491965251197574
-50.0,-38.0,1.4944763215183086
-49.0,-38.0,1.3058396985975769
-48.0,-38.0,1.5314491094620974
-47.0,-38.0,1.4559298021628524
-46.0,-38.0,1.4620935619799194
-45.0,-38.0,1.4597726272093041
-44.0,-38.0,1.4925369437030171
-43.0,-38.0,1.5718817050494938
-42.0,-38.0,1.616834841734445
-41.0,-38.0,1.6340239666145717
-40.0,-38.0,1.6202446402934025
-39.0,-38.0,1.7056540370170779
-38.0,-38.0,1.701141840770288
-37.0,-38.0,1.7421705077521212
-36.0,-38.0,1.6996073033009085
-35.0,-38.0,1.8177068412283754
-34.0,-38.0,1.816555630941588
-33.0,-38.0,1.8187289207752504
-32.0,-38.0,1.8773841499398567
-31.0,-38.0,1.896962919286225
-30.0,-38.0,1.8758542470950492
-29.0,-38.0,1.893195541868156
-28.0,-38.0,1.9320690029353476
-27.0,-38.0,2.0318903834823265
-26.0,-38.0,2.003331087201119
-25.0,-38.0,2.0194416692050026
-24.0,-38.0,2.087036171008052
-23.0,-38.0,2.111415151619911
-22.0,-38.0,2.1116294389692394
-21.0,-38.0,2.0353156110923765
-20.0,-38.0,2.1136646833213804
-19.0,-38.0,2.030881376742178
-18.0,-38.0,2.103537957645637
-17.0,-38.0,2.2424546149217037
-16.0,-38.0,2.114320005808449
-15.0,-38.0,2.1995290783030907
-14.0,-38.0,2.2378222820015092
-13.0,-38.0,2.2211965571579544
-12.0,-38.0,2.3574337604472686
-11.0,-38.0,2.148666942616302
-10.0,-38.0,2.202759261812781
-9.0,-38.0,2.2625045829588575
-8.0,-38.0,2.228841885796441
-7.0,-38.0,2.1959330427778827
-6.0,-38.0,2.180488891580767
-5.0,-38.0,2.327864851655576
-4.0,-38.0,2.3501255223909197
-3.0,-38.0,2.265534959532295
-2.0,-38.0,2.2876070291008337
-1.0,-38.0,2.33721772095579
0.0,-38.0,2.2657393187491155
1.0,-38.0,2.2847549908721145
2.0,-38.0,2.3022829243798726
3.0,-38.0,2.2622122192961696
4.0,-38.0,2.2646388631292727
5.0,-38.0,2.297584300765207
6.0,-38.0,2.289513580699388
7.0,-38.0,2.2483925084353147
8.0,-38.0,2.319598575653506
9.0,-38.0,2.2256745988159112
10.0,-38.0,2.2132145800729104
11.0,-38.0,2.2768754808065843
12.0,-38.0,2.249213278566597
13.0,-38.0,2.1850720666702896
14.0,-38.0,2.1718744431647843
15.0,-38.0,2.2339419745042726
16.0,-38.0,2.0813274033126077
17.0,-38.0,2.1631718507210476
18.0,-38.0,2.15622243723229
19.0,-38.0,2.1127639229152377
20.0,-38.0,2.158460183460605
21.0,-38.0,2.1575775415460647
22.0,-38.0,2.1216414569221675
23.0,-38.0,2.0654201817725135
24.0,-38.0,2.0389809369226484
25.0,-38.0,1.9850342584123484
26.0,-38.0,1.9490935694919165
27.0,-38.0,1.9409964033456835
28.0,-38.0,1.8929292789709806
29.0,-38.0,1.9409347190029231
30.0,-38.0,1.9266513167516128
31.0,-38.0,1.8626872570956325
32.0,-38.0,1.8647618047082781
33.0,-38.0,1.8111877292433294
34.0,-38.0,1.847260589432608
35.0,-38.0,1.8303652352934012
36.0,-38.0,1.7695952854938581
37.0,-38.0,1.8119259148830398
38.0,-38.0,1.7953153460443378
39.0,-38.0,1.6624050946992037
40.0,-38.0,1.6500302902723059
41.0,-38.0,1.5918107217427715
42.0,-38.0,1.6615639218586424
43.0,-38.0,1.649848314588624
44.0,-38.0,1.5723178811554364
45.0,-38.0,1.5386848085907328
46.0,-38.0,1.4669979272859812
47.0,-38.0,1.5254691307804398
48.0,-38.0,1.422116572891575
49.0,-38.0,1.5091868935364359
50.0,-38.0,1.3731229106651228
51.0,-38.0,1.2734576092611491
52.0,-38.0,1.4276976141413968
53.0,-38.0,1.3439425556866946
54.0,-38.0,1.3168211803763994
55.0,-38.0,1.314886219756265
56.0,-38.0,1.1972803868133899
57.0,-38.0,1.3411123983554394
58.0,-38.0,1.2756692517227952
59.0,-38.0,1.2282001290427362
60.0,-38.0,1.2290515481523334
61.0,-38.0,1.1529950863515708
62.0,-38.0,1.1926977254080433
63.0,-38.0,1.193955666917064
64.0,-38.0,1.0950902110709715
-65.0,-37.0,1.2055638668421962
-64.0,-37.0,1.16019685047925
-63.0,-37.0,1.1809861562477375
-62.0,-37.0,1.1467149679571251
-61.0,-37.0,1.2809785377058267
-60.0,-37.0,1.2225225805744089
-59.0,-37.0,1.1570213196982195
-58.0,-37.0,1.2018345034062299
-57.0,-37.0,1.300297236811163
-56.0,-37.0,1.3762045950390527
-55.0,-37.0,1.3615848717509305
-54.0,-37.0,1.3641460473477778
-53.0,-37.0,1.3355979157715792
-52.0,-37.0,1.4208784225031097
-51.0,-37.0,1.3855732260135838
-50.0,-37.0,1.3619637062229808
-49.0,-37.0,1.4528809568497532
-48.0,-37.0,1.4962854879372383
-47.0,-37.0,1.4731882521218542
-46.0,-37.0,1.5590999425624799
-45.0,-37.0,1.5298970833280776
-44.0,-37.0,1.5569049412403344
-43.0,-37.0,1.6600937806412221
-42.0,-37.0,1.6455653366570748
-41.0,-37.0,1.671505283116331
-40.0,-37.0,1.748022316331478
-39.0,-37.0,1.6745836967959853
-38.0,-37.0,1.7482659132668845
-37.0,-37.0,1.7422289536942517
-36.0,-37.0,1.7607826181046198
-35.0,-37.0,1.8225276649340971
-34.0,-37.0,1.7725377077261812
-33.0,-37.0,1.747049430828648
-32.0,-37.0,1.8466732121479208
-31.0,-37.0,1.9469914979451977
-30.0,-37.0,1.8927756373647724
-29.0,-37.0,1.9471594319725187
-28.0,-37.0,1.9296257553060494
-27.0,-37.0,2.028849522345879
-26.0,-37.0,2.0030359186570244
-25.0,-37.0,2.112054860514591
-24.0,-37.0,2.064007971681354
-23.0,-37.0,2.0367159531036276
-22.0,-37.0,2.082408217875736
-21.0,-37.0,2.1384497367392394
-20.0,-37.0,2.186119602993602
-19.0,-37.0,2.195929597472674
-18.0,-37.0,2.2248277130363827
-17.0,-37.0,2.0634150784118837
-16.0,-37.0,2.114183081702564
-15.0,-37.0,2.269396330613838
-14.0,-37.0,2.190683869060922
-13.0,-37.0,2.2905183159256897
-12.0,-37.0,2.3028999592612456
-11.0,-37.0,2.200781578336555
-10.0,-37.0,2.2294890235319946
-9.0,-37.0,2.304028714230366
-8.0,-37.0,2.281781770444902
-7.0,-37.0,2.2638146826286354
-6.0,-37.0,2.3039536426283327
-5.0,-37.0,2.3611464942520963
-4.0,-37.0,2.3538629466210934
-3.0,-37.0,2.303385455550474
-2.0,-37.0,2.3530024132216916
-1.0,-37.0,2.28734467002178
0.0,-37.0,2.3562724998209346
1.0,-37.0,2.317033127689509
2.0,-37.0,2.328973208292735
3.0,-37.0,2.2666389143260757
4.0,-37.0,2.3248580550785714
5.0,-37.0,2.304999844271816
6.0,-37.0,2.363808436888204
7.0,-37.0,2.295994545059518
8.0,-37.0,2.2258262550185144
9.0,-37.0,2.3200077705010393
10.0,-37.0,2.2279140610515267
11.0,-37.0,2.2271811876687453
12.0,-37.0,2.1893396447607745
13.0,-37.0,2.2683214664157156
14.0,-37.0,2.1419653333985043
15.0,-37.0,2.2604412438459223
16.0,-37.0,2.1613557293356505
17.0,-37.0,2.279728904252133
18.0,-37.0,2.160104962243502
19.0,-37.0,2.22151993197069
20.0,-37.0,2.2044172127582944
21.0,-37.0,2.067697989596114
22.0,-37.0,2.1208557357736844
23.0,-37.0,2.0847864272388965
24.0,-37.0,2.0625482331957103
25.0,-37.0,2.0497595845425605
26.0,-37.0,2.085711076738513
27.0,-37.0,2.0149713188492426
28.0,-37.0,1.9635473537683532
29.0,-37.0,1.9725619802608527
30.0,-37.0,1.9144314564880576
31.0,-37.0,1.878003429880733
32.0,-37.0,1.8708800353840072
33.0,-37.0,1.8778784975897018
34.0,-37.0,1.8613083143039186
35.0,-37.0,1.8639522314374022
36.0,-37.0,1.7818911010088998
37.0,-37.0,1.8802353345553575
38.0,-37.0,1.670777292300112
39.0,-37.0,1.737476930344148
40.0,-37.0,1.6638439214579732
41.0,-37.0,1.6708624388124476
42.0,-37.0,1.5259071159179822
43.0,-37.0,1.5776701164177673
44.0,-37.0,1.5329382906087807
45.0,-37.0,1.5045834615383555
46.0,-37.0,1.547455863600817
47.0,-37.0,1.4748594536862438
48.0,-37.0,1.4521030673448971
49.0,-37.0,1.512987069636378
50.0,-37.0,1.4443815686869783
51.0,-37.0,1.4224695613916059
52.0,-37.0,1.4990839712286663
53.0,-37.0,1.3075488670527051
54.0,-37.0,1.3848740509401425
55.0,-37.0,1.3242627554003987
56.0,-37.0,1.2393489507759574
57.0,-37.0,1.3328118994659288
58.0,-37.0,1.1997600048709163
59.0,-37.0,1.195352309605202
60.0,-37.0,1.2005144429546755
61.0,-37.0,1.1608046631481594
62.0,-37.0,1.1700768708006535
63.0,-37.0,1.0855855011465239
64.0,-37.0,1.1054189345826373
65.0,-37.0,1.2189383419335604
-65.0,-36.0,1.065975305199909
-64.0,-36.0,1.219634361222403
-63.0,-36.0,1.1423479954796079
-62.0,-36.0,1.174539256312635
-61.0,-36.0,1.2309352237336533
-60.0,-36.0,1.2490698504539683
-59.0,-36.0,1.2466352135107202
-58.0,-36.0,1.2549958318710972
-57.0,-36.0,1.3389713613917267
-56.0,-36.0,1.3867728439714018
-55.0,-36.0,1.3537506377966997
-54.0,-36.0,1.3673491114136347
-53.0,-36.0,1.4365077925334537
-52.0,-36.0,1.388631118937965
-51.0,-36.0,1.3372397046245674
-50.0,-36.0,1.4039067380148549
-49.0,-36.0,1.4589931629123536
-48.0,-36.0,1.469625377771517
-47.0,-36.0,1.5866689812985928
-46.0,-36.0,1.5753412760522916
-45.0,-36.0,1.5295036527940398
-44.0,-36.0,1.6147122386585928
-43.0,-36.0,1.6352816417338945
-42.0,-36.0,1.602041787519063
-41.0,-36.0,1.6476321383813621
-40.0,-36.0,1.6870583970934288
-39.0,-36.0,1.6691309498930151
-38.0,-36.0,1.733332518432962
-37.0,-36.0,1.6886013555463038
-36.0,-36.0,1.7634556965421422
-35.0,-36.0,1.8563469092783582
-34.0,-36.0,1.7934535605834057
-33.0,-36.0,1.8699323063307876
-32.0,-36.0,1.7818580060464237
-31.0,-36.0,1.8498267503265333
-30.0,-36.0,1.9670884332874403
-29.0,-36.0,2.004852604139818
-28.0,-36.0,1.980176212036817
-27.0,-36.0,2.087821350890774
-26.0,-36.0,1.9259311542188422
-25.0,-36.0,2.0917105247674885
-24.0,-36.0,2.183160409346333
-23.0,-36.0,2.1315112582528144
-22.0,-36.0,2.192972776657791
-21.0,-36.0,2.117737128313212
-20.0,-36.0,2.149515329335671
-19.0,-36.0,2.2737104960953336
-18.0,-36.0,2.1877897264559234
-17.0,-36.0,2.2943651870402886
-16.0,-36.0,2.213857153361482
-15.0,-36.0,2.3260988265193516
-14.0,-36.0,2.3473976120840554
-13.0,-36.0,2.2149868614043693
-12.0,-36.0,2.2774851684817965
-11.0,-36.0,2.3502736062714846
-10.0,-36.0,2.2600859574111127
-9.0,-36.0,2.3335193117770787
-8.0,-36.0,2.3195240673724453
-7.0,-36.0,2.369991587819639
-6.0,-36.0,2.352361170251059
-5.0,-36.0,2.319404518520743
-4.0,-36.0,2.4859551048229833
-3.0,-36.0,2.4542455180837184
-2.0,-36.0,2.3454728720980595
-1.0,-36.0,2.3620193089982693
0.0,-36.0,2.3064510473916253
1.0,-36.0,2.388170692014629
2.0,-36.0,2.338603932671009
3.0,-36.0,2.29614431718593
4.0,-36.0,2.3725563681042083
5.0,-36.0,2.3618722394785707
6.0,-36.0,2.3689752965917004
7.0,-36.0,2.296604339537456
8.0,-36.0,2.2533120035737606
9.0,-36.0,2.440245076599534
10.0,-36.0,2.279067985054836
11.0,-36.0,2.276737838058533
12.0,-36.0,2.289193749593452
13.0,-36.0,2.2011166169453005
14.0,-36.0,2.2517464096950253
15.0,-36.0,2.310237147189735
16.0,-36.0,2.1764915993737057
17.0,-36.0,2.1477349942231063
18.0,-36.0,2.2172742779321033
19.0,-36.0,2.2219329624904414
20.0,-36.0,2.232440474793219
21.0,-36.0,2.2184831487596695
22.0,-36.0,2.1353990228503714
23.0,-36.0,2.1191906206910383
24.0,-36.0,2.089927054995154
25.0,-36.0,2.064367936068499
26.0,-36.0,2.1056375405734284
27.0,-36.0,2.0482690150435428
28.0,-36.0,1.9657744308893494
29.0,-36.0,1.9595884689643914
30.0,-36.0,1.951156209488998
31.0,-36.0,1.9557389752953265
32.0,-36.0,1.918121708963992
33.0,-36.0,1.9044558532637228
34.0,-36.0,1.8375844143262758
35.0,-36.0,1.788380948856276
36.0,-36.0,1.8783584588151674
37.0,-36.0,1.80776044015913
38.0,-36.0,1.7798598799436378
39.0,-36.0,1.7896140380868855
40.0,-36.0,1.6479578885177149
41.0,-36.0,1.6716017275041446
42.0,-36.0,1.653166378940939
43.0,-36.0,1.6358202347559532
44.0,-36.0,1.6140916358358655
45.0,-36.0,1.5986129798653455
46.0,-36.0,1.4809142590757665
47.0,-36.0,1.495289812404279
48.0,-36.0,1.4816260460103374
49.0,-36.0,1.481899443554794
50.0,-36.0,1.5385586903880795
51.0,-36.0,1.3293210243757647
52.0,-36.0,1.4076595728658878
53.0,-36.0,1.4155209374447029
54.0,-36.0,1.4265211912154596
55.0,-36.0,1.3201299043491148
56.0,-36.0,1.3207725247464077
57.0,-36.0,1.2994230811040446
58.0,-36.0,1.2424995113637645
59.0,-36.0,1.2420478667788175
60.0,-36.0,1.2873888361718282
61.0,-36.0,1.2603723711395467
62.0,-36.0,1.1549293214084941
63.0,-36.0,1.222714023041279
64.0,-36.0,1.2538396747851244
65.0,-36.0,1.162773463212869
-66.0,-35.0,1.1508884020232182
-65.0,-35.0,1.1252439109083296
-64.0,-35.0,1.1738102001947073
-63.0,-35.0,1.2056759619185677
-62.0,-35.0,1.1407803157911223
-61.0,-35.0,1.2776424281991046
-60.0,-35.0,1.2635824502768442
-59.0,-35.0,1.2592005348470576
-58.0,-35.0,1.2790291618128193
-57.0,-35.0,1.3048773938190033
-56.0,-35.0,1.266727224119462
-55.0,-35.0,1.4030359520656321
-54.0,-35.0,1.3056183946560302
-53.0,-35.0,1.371919156290139
-52.0,-35.0,1.3971806587341866
-51.0,-35.0,1.393279583738619
-50.0,-35.0,1.52265384539888
-49.0,-35.0,1.548345037744561
-48.0,-35.0,1.5318021233338077
-47.0,-35.0,1.5068766310905677
-46.0,-35.0,1.5685035617310177
-45.0,-35.0,1.6772094537874203
-44.0,-35.0,1.5718044010032926
-43.0,-35.0,1.784132534723722
-42.0,-35.0,1.6887203243957483
-41.0,-35.0,1.7561355395459282
-40.0,-35.0,1.7550159108763734
-39.0,-35.0,1.7178026751500346
-38.0,-35.0,1.8460506453997887
-37.0,-35.0,1.922127022145725
-36.0,-35.0,1.749044082338842
-35.0,-35.0,1.8183142561196415
-34.0,-35.0,1.889586214383018
-33.0,-35.0,1.86436350136501
-32.0,-35.0,1.9904313486131557
-31.0,-35.0,1.968229836098024
-30.0,-35.0,1.9684636187114755
-29.0,-35.0,2.030921176672874
-28.0,-35.0,2.0406028389575663
-27.0,-35.0,1.9878011454981266
-26.0,-35.0,2.1553612455995026
-25.0,-35.0,2.059365936986672
-24.0,-35.0,2.178061688589975
-23.0,-35.0,2.1487497297148233
-22.0,-35.0,2.0899591566988995
-21.0,-35.0,2.1901109101667338
-20.0,-35.0,2.191692548472543
-19.0,-35.0,2.182374886953326
-18.0,-35.0,2.242882038002523
-17.0,-35.0,2.16952897393916
-16.0,-35.0,2.2511270409283313
-15.0,-35.0,2.281240943507837
-14.0,-35.0,2.3714369151655004
-13.0,-35.0,2.307121959996765
-12.0,-35.0,2.309183699940708
-11.0,-35.0,2.439917503895858
-10.0,-35.0,2.3769408646441197
-9.0,-35.0,2.3228909917470064
-8.0,-35.0,2.3460104822230146
-7.0,-35.0,2.42553200101504
-6.0,-35.0,2.324779795712791
-5.0,-35.0,2.3903026889435837
-4.0,-35.0,2.5102230401354437
-3.0,-35.0,2.3881884367977557
-2.0,-35.0,2.3038561830140623
-1.0,-35.0,2.3401211019183217
0.0,-35.0,2.409924357208738
1.0,-35.0,2.409342793215685
2.0,-35.0,2.3789940043548947
3.0,-35.0,2.426143886721941
4.0,-35.0,2.392740832959671
5.0,-35.0,2.492406706914022
6.0,-35.0,2.4225351701491817
7.0,-35.0,2.4050598050495156
8.0,-35.0,2.365119504450122
9.0,-35.0,2.3195327052049604
10.0,-35.0,2.253765289139938
11.0,-35.0,2.4158322429888184
12.0,-35.0,2.3777223037399393
13.0,-35.0,2.2409158153437394
14.0,-35.0,2.3785780388432314
15.0,-35.0,2.327409914723247
16.0,-35.0,2.2800218814516824
17.0,-35.0,2.2934477825008757
18.0,-35.0,2.2500566312960433
19.0,-35.0,2.1773852827116102
20.0,-35.0,2.2304099570713913
21.0,-35.0,2.215029522645893
22.0,-35.0,2.2195994853389047
23.0,-35.0,2.0997521114918656
24.0,-35.0,2.0730004079083626
25.0,-35.0,2.058696537695209
26.0,-35.0,2.115562278804135
27.0,-35.0,2.049503679257747
28.0,-35.0,2.0997099900192717
29.0,-35.0,2.0028150599152514
30.0,-35.0,1.9597672585864385
31.0,-35.0,1.9009990078894496
32.0,-35.0,1.86341341081377
33.0,-35.0,1.8742258723877296
34.0,-35.0,1.8611417189915462
35.0,-35.0,1.8544698695486157
36.0,-35.0,1.8388071305596467
37.0,-35.0,1.712758774141726
38.0,-35.0,1.7394089322320971
39.0,-35.0,1.7696897441284374
40.0,-35.0,1.7721194818880328
41.0,-35.0,1.7685882375955235
42.0,-35.0,1.6802112983728525
43.0,-35.0,1.691138318438388
44.0,-35.0,1.6087857936740333
45.0,-35.0,1.6302180948950267
46.0,-35.0,1.515063190570347
47.0,-35.0,1.5431522414589702
48.0,-35.0,1.4628188858831086
49.0,-35.0,1.4150516888160227
50.0,-35.0,1.424980801568592
51.0,-35.0,1.5545510917121321
52.0,-35.0,1.3181460559723768
53.0,-35.0,1.4395451659723715
54.0,-35.0,1.4481556398784763
55.0,-35.0,1.3168982310029287
56.0,-35.0,1.3062519520093703
57.0,-35.0,1.3372404066794543
58.0,-35.0,1.2277382535041024
59.0,-35.0,1.266344472305013
60.0,-35.0,1.2261326557903292
61.0,-35.0,1.1864882504517769
62.0,-35.0,1.1673923465592428
63.0,-35.0,1.1711518177139533
64.0,-35.0,1.1503044679430807
65.0,-35.0,1.1456612656583478
66.0,-35.0,1.113055554231776
-66.0,-34.0,1.1981379237479117
-65.0,-34.0,1.2221902266769968
-64.0,-34.0,1.1380322184727125
-63.0,-34.0,1.2347104845864467
-62.0,-34.0,1.1225879801621115
-61.0,-34.0,1.348940024308868
-60.0,-34.0,1.3197078590022993
-59.0,-34.0,1.2213077610840875
-58.0,-34.0,1.3420982680366325
-57.0,-34.0,1.2344861629209893
-56.0,-34.0,1.2730181075098352
-55.0,-34.0,1.4440685843504384
-54.0,-34.0,1.364694357137325
-53.0,-34.0,1.3812914886315686
-52.0,-34.0,1.5042754843353034
-51.0,-34.0,1.3448826741305646
-50.0,-34.0,1.5002764479048392
-49.0,-34.0,1.520843919092978
-48.0,-34.0,1.5112005965533768
-47.0,-34.0,1.464921529233745
-46.0,-34.0,1.604010508212192
-45.0,-34.0,1.6302890247522066
-44.0,-34.0,1.6786836822367923
-43.0,-34.0,1.6706106617802998
-42.0,-34.0,1.6583332098500665
-41.0,-34.0,1.6770433222933852
-40.0,-34.0,1.6926432535571
-39.0,-34.0,1.7837417637834645
-38.0,-34.0,1.8657386493084647
-37.0,-34.0,1.7924646735811456
-36.0,-34.0,1.841497692087139
-35.0,-34.0,1.808228121522858
-34.0,-34.0,1.884223801695766
-33.0,-34.0,1.9062174638627338
-32.0,-34.0,1.9346985540086594
-31.0,-34.0,1.9812675893967289
-30.0,-34.0,1.9943620452118849
-29.0,-34.0,2.0094984814791608
-28.0,-34.0,2.0915060241257684
-27.0,-34.0,2.0622887538258836
-26.0,-34.0,2.038276027473062
-25.0,-34.0,2.0318352896355183
-24.0,-34.0,2.093106120631615
-23.0,-34.0,2.159048750137112
-22.0,-34.0,2.1318819459660694
-21.0,-34.0,2.2473964921241407
-20.0,-34.0,2.2438038502041358
-19.0,-34.0,2.2721965172268943
-18.0,-34.0,2.2559413017592775
-17.0,-34.0,2.302020335741556
-16.0,-34.0,2.3695815023702345
-15.0,-34.0,2.336076644338839
-14.0,-34.0,2.4149886495519524
-13.0,-34.0,2.382598462806766
-12.0,-34.0,2.3238513710506066
-11.0,-34.0,2.292470276325382
-10.0,-34.0,2.387840378802943
-9.0,-34.0,2.3731591392574494
-8.0,-34.0,2.3902012997391227
-7.0,-34.0,2.468777539439762
-6.0,-34.0,2.3920915669675784
-5.0,-34.0,2.4752674784916975
-4.0,-34.0,2.3943400867555935
-3.0,-34.0,2.441613930425031
-2.0,-34.0,2.4937121890943112
-1.0,-34.0,2.450244412409823
0.0,-34.0,2.446505795276907
1.0,-34.0,2.4072468733509265
2.0,-34.0,2.418184668044163
3.0,-34.0,2.512453351591645
4.0,-34.0,2.4969405989852174
5.0,-34.0,2.426860468603558
6.0,-34.0,2.410717534240437
7.0,-34.0,2.49305872803334
8.0,-34.0,2.417981760290479
9.0,-34.0,2.4049723365179005
10.0,-34.0,2.4344836896114566
11.0,-34.0,2.3982815734924334
12.0,-34.0,2.466365386870682
13.0,-34.0,2.412768586679764
14.0,-34.0,2.3901594777166015
15.0,-34.0,2.2825801918359687
16.0,-34.0,2.2940284668487654
17.0,-34.0,2.3285113527656365
18.0,-34.0,2.278272011032509
19.0,-34.0,2.210079159655648
20.0,-34.0,2.222805569092178
21.0,-34.0,2.1999418292854456
22.0,-34.0,2.2120209689997687
23.0,-34.0,2.1700970157639077
24.0,-34.0,2.1423763803612452
25.0,-34.0,2.2592721937576914
26.0,-34.0,2.0232599355410525
27.0,-34.0,2.1234166716171208
28.0,-34.0,2.070803195755564
29.0,-34.0,2.089956042048964
30.0,-34.0,1.9798177045265346
31.0,-34.0,2.0101198042050092
32.0,-34.0,1.9654880566363797
33.0,-34.0,1.8811245533898326
34.0,-34.0,1.9380707726344264
35.0,-34.0,1.940501287318219
36.0,-34.0,1.8689416027840895
37.0,-34.0,1.786447522729068
38.0,-34.0,1.8371481428606335
39.0,-34.0,1.77711637624885
40.0,-34.0,1.631339359635913
41.0,-34.0,1.6848528147133999
42.0,-34.0,1.6132598266933902
43.0,-34.0,1.7197930851766638
44.0,-34.0,1.7313303369520758
45.0,-34.0,1.5792984937611674
46.0,-34.0,1.5109618534808984
47.0,-34.0,1.6184096148728406
48.0,-34.0,1.5938710015199227
49.0,-34.0,1.4787144310199707
50.0,-34.0,1.4656370222468191
51.0,-34.0,1.418658068867412
52.0,-34.0,1.3970315240260005
53.0,-34.0,1.4113507142479689
54.0,-34.0,1.4228300025803704
55.0,-34.0,1.348469765412478
56.0,-34.0,1.2792586304182942
57.0,-34.0,1.3064236440459325
58.0,-34.0,1.2859845082296972
59.0,-34.0,1.208471377949246
60.0,-34.0,1.2515275571504836
61.0,-34.0,1.2378787962126225
62.0,-34.0,1.1530648544578712
63.0,-34.0,1.2107482486216765
64.0,-34.0,1.2690915202384896
65.0,-34.0,1.1242767186374776
66.0,-34.0,1.1673472335942885
-67.0,-33.0,1.170551769405119
-66.0,-33.0,1.1729208787955145
-65.0,-33.0,1.1890952237983776
-64.0,-33.0,1.3125958224802847
-63.0,-33.0,1.189598549709185
-62.0,-33.0,1.2273314664518953
-61.0,-33.0,1.2184624718770918
-60.0,-33.0,1.2113064805826386
-59.0,-33.0,1.3448404673400132
-58.0,-33.0,1.3644717471650087
-57.0,-33.0,1.2931030956206282
-56.0,-33.0,1.3317755864634186
-55.0,-33.0,1.4201807909004718
-54.0,-33.0,1.3768984331167278
-53.0,-33.0,1.413470084193327
-52.0,-33.0,1.5420245693579648
-51.0,-33.0,1.456417548156542
-50.0,-33.0,1.4817329207833645
-49.0,-33.0,1.5297277330769379
-48.0,-33.0,1.5298871107614964
-47.0,-33.0,1.5795785139640544
-46.0,-33.0,1.6853742311260187
-45.0,-33.0,1.607262496862863
-44.0,-33.0,1.7323224666995423
-43.0,-33.0,1.807436575511847
-42.0,-33.0,1.7146725510025462
-41.0,-33.0,1.8000763898818555
-40.0,-33.0,1.8442295513845386
-39.0,-33.0,1.740696593281613
-38.0,-33.0,1.9127373151765545
-37.0,-33.0,1.8187003115861518
-36.0,-33.0,1.9424777172605774
-35.0,-33.0,1.9473075637179498
-34.0,-33.0,1.8809852116133379
-33.0,-33.0,1.9815555125905353
-32.0,-33.0,1.9925791683463407
-31.0,-33.0,1.98328308176573
-30.0,-33.0,2.0888686372457563
-29.0,-33.0,2.0577773166124746
-28.0,-33.0,2.0789851720818042
-27.0,-33.0,2.1107299151273295
-26.0,-33.0,2.0249151118869357
-25.0,-33.0,2.1151796201375004
-24.0,-33.0,2.1413361153783037
-23.0,-33.0,2.2907792348714904
-22.0,-33.0,2.2284335181815926
-21.0,-33.0,2.185307003759348
-20.0,-33.0,2.286126407089145
-19.0,-33.0,2.301766376631044
-18.0,-33.0,2.3808466293480706
-17.0,-33.0,2.285024102084324
-16.0,-33.0,2.2701306268319263
-15.0,-33.0,2.2835950681841006
-14.0,-33.0,2.4028125306303365
-13.0,-33.0,2.3482953939327174
-12.0,-33.0,2.4359545335814454
-11.0,-33.0,2.4273123474802345
-10.0,-33.0,2.452868454068124
-9.0,-33.0,2.45800374918629
-8.0,-33.0,2.455417782587939
-7.0,-33.0,2.429268842227313
-6.0,-33.0,2.4646794275178663
-5.0,-33.0,2.4485075968508845
-4.0,-33.0,2.5260856224700845
-3.0,-33.0,2.5098905978898034
-2.0,-33.0,2.4168994906288126
-1.0,-33.0,2.5433255584614676
0.0,-33.0,2.514465680007993
1.0,-33.0,2.4459521144913112
2.0,-33.0,2.545266136301054
3.0,-33.0,2.494259188301127
4.0,-33.0,2.5091204036200825
5.0,-33.0,2.455471774610211
6.0,-33.0,2.5323462509940815
7.0,-33.0,2.492829145642716
8.0,-33.0,2.520242201354725
9.0,-33.0,2.4166155066389576
10.0,-33.0,2.503111737889896
11.0,-33.0,2.398004069005248
12.0,-33.0,2.473025578173789
13.0,-33.0,2.367942535979453
14.0,-33.0,2.371889004687884
15.0,-33.0,2.415910498117313
16.0,-33.0,2.304110111723741
17.0,-33.0,2.2934862999827206
18.0,-33.0,2.29112329382865
19.0,-33.0,2.253068292255679
20.0,-33.0,2.199290268163998
21.0,-33.0,2.251260389493844
22.0,-33.0,2.2618460712645723
23.0,-33.0,2.284468179335253
24.0,-33.0,2.148212425655307
25.0,-33.0,2.1687225338248903
26.0,-33.0,2.2023486470690417
27.0,-33.0,2.043709467650684
28.0,-33.0,2.0233809860978873
29.0,-33.0,1.9874731774333072
30.0,-33.0,1.9999346539077971
31.0,-33.0,2.042267462519466
32.0,-33.0,1.9174285849268478
33.0,-33.0,2.0067239752717314
34.0,-33.0,1.9375080924366885
35.0,-33.0,1.8762885668349452
36.0,-33.0,1.7837061167600925
37.0,-33.0,1.8310735103313311
38.0,-33.0,1.7436528656166488
39.0,-33.0,1.7950833899445506
40.0,-33.0,1.7372518142579922
41.0,-33.0,1.7475756248318217
42.0,-33.0,1.6713459758695068
43.0,-33.0,1.6516064751318016
44.0,-33.0,1.6724450209423078
45.0,-33.0,1.6129055631338234
46.0,-33.0,1.5205860462059924
47.0,-33.0,1.575434782659212
48.0,-33.0,1.5390985788596105
49.0,-33.0,1.5192141369879635
